"date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","city"
2014-06-11,386000,3,1.75,2390,11200,1,0,0,5,1960,530,1961,0,"au"
2014-05-20,372500,4,2.25,1810,33132,1,0,0,3,1220,580,1958,2004,"ao"
2014-06-13,370000,3,1,890,7500,1,0,0,3,880,0,1969,2014,"ae"
2014-05-02,785000,3,2,2540,4774,1.5,0,0,4,2230,0,1938,0,"aa"
2014-06-11,2888000,5,4.5,5305,10800,2,1,4,4,3680,1830,1974,0,"bh"
2014-05-07,310000,3,1.75,2070,8000,2,0,0,3,2070,0,1935,1974,"ax"
2014-05-27,949880,4,2.75,2920,5000,1.5,0,0,5,1980,890,1945,0,"aa"
2014-07-09,412000,5,2.75,1970,8400,1,0,0,4,1420,550,1979,0,"ae"
2014-06-10,533112,4,2.5,2550,36445,1,0,0,3,1970,620,1977,2004,"ba"
2014-06-08,684680,4,2.5,3290,14910,2,0,0,4,3290,0,1987,0,"ag"
2014-06-12,229629.5,2,1,660,11400,1,0,0,5,660,0,1945,0,"ai"
2014-06-08,540000,5,2.75,2910,5260,2,0,0,3,2920,0,2006,0,"ad"
2014-07-08,812000,3,3.5,3760,136915,2,0,0,3,3530,0,1996,0,"af"
2014-06-26,695000,3,2.5,2830,25341,1.5,0,0,3,2910,0,2010,0,"ad"
2014-06-30,406500,2,1.75,1370,4650,1,0,0,4,1370,0,1941,1998,"aa"
2014-06-11,809950,4,2.25,2370,6300,1.5,0,0,5,2080,0,1910,0,"aa"
2014-06-06,253500,3,2,1490,8509,1.5,0,0,3,1490,0,1998,2006,"ay"
2014-05-02,459990,5,2.5,2740,35868,1,0,0,3,1720,950,1979,2014,"ap"
2014-06-06,895000,5,2.5,2880,5568,2,0,2,3,2260,620,1995,0,"ae"
2014-06-25,270000,3,1.75,1570,8820,1,0,0,2,770,770,1912,0,"aa"
2014-05-06,191000,3,1.5,1260,1270,2,0,0,3,1040,220,2005,0,"aa"
2014-05-09,387000,3,1.75,1960,7303,2,0,0,3,1950,0,1923,2008,"aa"
2014-05-27,1710000,3,1.75,2020,4600,2,0,0,5,1540,400,1924,0,"aa"
2014-06-27,672500,4,2.5,2610,7200,2,0,4,4,2610,0,1951,1999,"aa"
2014-05-07,417250,3,2.75,2550,11160,2,0,0,3,2550,0,1994,0,"al"
2014-05-30,280000,3,2,1630,8281,1,0,0,3,1120,510,1987,2000,"aq"
2014-05-29,525000,4,2.5,2910,4120,2,0,0,4,2920,0,1989,0,"ah"
2014-07-07,406062.5,1,1.5,960,5100,1,0,0,3,930,0,1942,2014,"aa"
2014-06-04,375000,3,1.75,2250,7475,1,0,0,4,1020,1100,1919,1990,"aa"
2014-06-24,850000,3,2.25,2270,10200,1.5,0,0,4,2160,0,1948,0,"aa"
2014-05-26,195000,5,2,2330,6000,1,0,0,3,1430,820,1976,0,"an"
2014-06-02,455000,3,1,1050,4600,1.5,0,0,3,1050,0,1926,2000,"aa"
2014-06-20,725000,4,2.5,2630,30500,2,0,0,3,2630,0,1986,0,"aj"
2014-07-08,289373.307692,3,2.5,1960,4828,2,0,0,3,1950,0,2002,0,"an"
2014-05-15,914500,4,3.25,3270,14565,2,0,0,3,3250,0,1985,0,"ag"
2014-06-25,365500,3,2.5,1601,4611,2,0,0,3,1590,0,2006,0,"ay"
2014-06-23,396500,4,1.75,1580,5223,1,0,0,4,1190,400,1947,1988,"aa"
2014-05-28,580000,4,1,2070,4788,1,0,0,3,1140,920,1948,1994,"aa"
2014-06-26,251555.555556,5,2.5,2050,7242,2,0,0,3,2040,0,1997,0,"ay"
2014-05-27,293000,5,2.75,2414,8560,1,0,0,4,1180,1210,1978,2000,"ad"
2014-06-24,339000,3,1,1100,4200,1,0,0,4,820,320,1951,1999,"aa"
2014-06-25,235000,4,2.5,2050,8005,2,0,0,3,2040,0,2003,0,"aq"
2014-06-17,294999,4,2.5,1660,8063,2,0,0,3,1660,0,2000,0,"bd"
2014-05-27,1381000,4,3.5,4130,241322,2,0,3,3,4070,0,2001,0,"bi"
2014-06-26,254000,3,1.75,1580,6620,1,0,0,3,1560,0,1988,2000,"ak"
2014-05-12,301500,3,2.5,1880,7440,2,0,0,3,1890,0,1994,0,"ad"
2014-05-22,657500,4,2.75,3310,5000,2,0,0,3,2650,750,2001,0,"ae"
2014-06-09,212500,3,1,960,4440,1,0,0,4,940,0,1916,0,"aa"
2014-05-15,0,4,3.75,3690,4545,1.5,0,4,3,3030,590,1938,2003,"aa"
2014-06-23,389800,4,2.5,2320,7992,2,0,0,3,2320,0,2006,0,"ak"
2014-06-17,325000,3,1,1060,6906,1,0,0,3,1050,0,1952,2008,"aa"
2014-06-18,3e+06,3,2.25,2510,6280,1.5,0,3,5,1670,800,1928,1970,"aa"
2014-06-03,575000,4,2.75,3130,7644,2,0,0,3,3120,0,1999,0,"ag"
2014-07-09,4e+05,3,1.5,1010,3910,1.5,0,0,3,1010,0,1948,1994,"aa"
2014-06-18,650000,5,2.5,2730,10481,2,0,0,3,2740,0,1992,0,"ac"
2014-07-10,410000,3,1.5,1180,1413,3,0,0,3,1200,0,2000,0,"aa"
2014-05-15,585000,4,2,2250,41688,1,0,0,4,1840,340,1981,0,"aj"
2014-06-30,457000,3,1.75,1610,6039,1,0,0,3,1110,530,1947,2013,"aa"
2014-06-05,466500,3,2.25,2670,17199,1,0,0,3,1590,1140,1955,1999,"bc"
2014-07-08,1195000,4,2,2610,21600,1.5,1,4,3,2600,0,1962,2004,"ae"
2014-07-08,371500,4,2.75,3000,5470,2,0,0,3,3002,0,2001,0,"au"
2014-05-08,258000,3,1.75,1370,9583,1,0,0,4,960,420,1978,2000,"aq"
2014-06-20,325000,2,2.5,1380,1243,3,0,0,3,1380,0,2009,0,"aa"
2014-05-13,450000,3,2,1440,3844,1,0,0,3,950,480,1974,0,"am"
2014-06-26,429900,3,3,2140,4036,1.5,0,0,3,1250,860,1916,1986,"aa"
2014-06-18,469000,4,2.5,2180,8518,1,0,0,3,1020,1110,1980,0,"am"
2014-06-23,649950,3,2.25,2400,13418,2,0,0,3,2420,0,1984,0,"ap"
2014-05-21,195000,3,2,1370,8640,1,0,0,3,1370,0,1967,2011,"aq"
2014-05-20,317061.875,4,2.5,2570,10814,1.5,0,2,3,3000,0,1967,2011,"ad"
2014-06-21,750000,3,3.5,3390,5300,2,0,0,3,2500,870,2005,0,"ad"
2014-07-08,485000,4,2.25,2070,11585,2,0,0,3,2070,0,1981,2013,"ag"
2014-05-05,6e+05,4,2.5,2620,5900,2,0,0,4,2620,0,1922,0,"aa"
2014-05-24,199000,2,1,1080,9126,1,0,0,5,1080,0,1941,0,"ae"
2014-05-13,530000,3,1,1660,4704,1.5,0,0,4,1410,90,1938,0,"aa"
2014-05-27,529000,4,2.5,2790,4473,2,0,0,3,2790,0,2014,0,"ad"
2014-06-26,6e+05,4,2.5,3720,9734,1,0,0,3,2070,1700,2004,2003,"ah"
2014-05-12,0,4,3.25,3690,4545,1.5,0,4,5,3030,590,1919,0,"aa"
2014-06-09,435000,3,1.75,1440,22651,2,0,0,4,1450,0,1976,1992,"ao"
2014-05-13,870000,3,1,1910,36210,1,0,1,3,2190,0,1954,2005,"aa"
2014-05-06,5e+05,3,2.75,1940,10460,1,0,0,5,1320,550,1980,0,"au"
2014-06-27,212700,2,1.75,1030,5650,1,0,0,4,1030,0,1948,0,"af"
2014-05-15,465750,3,1.5,1490,9630,1,0,0,4,1170,350,1956,0,"ac"
2014-07-02,250000,3,1.75,1440,13102,1,0,0,3,1440,0,1976,0,"an"
2014-05-28,429000,2,1.75,1500,4000,1.5,0,0,5,1550,0,1906,0,"ai"
2014-05-22,749000,6,2,3370,5000,1,0,0,3,1680,1580,1964,2000,"aa"
2014-05-20,335000,4,2.5,1980,7213,2,0,0,3,1990,0,1993,0,"az"
2014-05-05,485000,4,1.75,1840,11340,1,0,1,3,1640,290,1983,2009,"ae"
2014-05-06,535000,3,1.75,1680,5000,1.5,0,0,3,1730,0,1904,2013,"aa"
2014-06-11,355000,1,1.75,1330,6315,1,0,0,3,1070,250,1980,0,"aa"
2014-07-09,410000,3,2.5,3170,9053,2,0,0,3,2490,670,2006,0,"ad"
2014-05-20,5e+05,5,3,1800,5352,1.5,0,0,5,1860,0,1989,0,"ac"
2014-06-04,399950,3,2.5,2240,10119,2,0,0,3,2240,0,1994,0,"az"
2014-06-11,290300,3,1.75,2430,5080,1.5,0,0,5,1930,550,1903,0,"aa"
2014-07-08,410000,4,1.75,2100,7283,2,0,0,3,2090,0,1911,1986,"aa"
2014-05-21,975000,5,3,4260,37607,2,0,0,3,4260,0,1989,0,"ae"
2014-06-05,355500,3,1.75,1910,10270,1,0,2,3,1090,830,1978,0,"ad"
2014-06-02,645000,3,2.5,2670,10496,2,0,2,3,2670,0,1991,0,"ap"
2014-06-23,320000,4,2.25,2130,9583,1,0,0,4,1290,810,1966,0,"ad"
2014-06-20,1320000,5,4,4420,14380,2,0,0,3,4420,0,2007,0,"av"
2014-06-30,445800,3,2.25,1580,941,3,0,0,3,1470,80,2008,0,"aa"
2014-06-06,1280000,5,1.75,3380,19865,1,0,1,5,1690,1720,1961,0,"aa"
2014-06-30,461000,3,2.5,2050,15693,2,0,0,3,2050,0,1993,0,"au"
2014-06-26,669000,4,2.25,2430,11989,2,0,0,4,2370,0,1987,0,"am"
2014-06-27,516500,3,3.5,2470,7479,2,0,0,3,2480,0,2003,0,"ad"
2014-06-03,560000,5,2.5,2795,6369,2,0,0,3,2790,0,2003,0,"ad"
2014-05-19,818000,3,1,1660,4400,2,1,4,5,1640,100,1926,0,"aa"
2014-06-20,477000,3,1,1510,4614,1,0,0,3,1050,500,1901,2005,"aa"
2014-07-08,513000,3,3.5,2490,6832,2,0,0,3,2450,0,2009,0,"aw"
2014-06-04,646000,3,2.5,1850,13042,2,0,0,3,1820,300,1987,2000,"ap"
2014-05-23,83300,2,1,900,6685,1,0,2,3,900,0,1909,2006,"aa"
2014-06-26,560000,4,2.5,3030,9571,2,0,0,3,3030,0,1982,0,"ag"
2014-06-24,660000,4,2.5,2560,9594,2,0,0,3,2560,0,2001,0,"am"
2014-05-07,651000,3,2.5,3720,66646,2,0,0,3,3740,0,2003,0,"bg"
2014-06-23,365000,3,1.75,1800,11440,1,0,0,4,1300,480,1959,0,"ai"
2014-05-05,585000,4,2.5,1940,5790,2,0,0,3,1940,0,1996,0,"ap"
2014-06-24,425000,3,2.25,1230,904,3,0,0,3,1210,0,2007,0,"aa"
2014-06-05,214100,3,1.75,1200,9048,1,0,0,3,1200,0,1961,2003,"aq"
2014-06-24,210000,2,1,870,11100,1,0,0,4,870,0,1910,0,"aa"
2014-05-13,1680000,5,2.25,3200,16684,1.5,0,0,3,2200,900,1970,2014,"bc"
2014-06-25,4e+05,3,2.5,2570,9994,1,0,0,4,1570,1130,1968,0,"ba"
2014-07-03,588000,4,3.25,2740,4736,2,0,0,3,1600,1160,1954,2005,"ae"
2014-05-20,598000,3,2.25,2540,38180,2,0,0,3,2520,0,1984,0,"ag"
2014-06-27,561500,3,2.5,1960,7200,2,0,0,3,1960,0,1983,2009,"ap"
2014-06-02,440000,4,2.5,2340,7155,2,0,0,3,2340,0,1993,0,"aa"
2014-05-23,218000,2,1.5,840,1805,2,0,0,3,840,0,1988,2000,"az"
2014-05-06,1870000,7,3,5270,10279,2,0,3,3,3600,1800,2013,1923,"aa"
2014-06-11,386000,3,1,1190,4800,1.5,0,0,3,1220,0,1928,1954,"aa"
2014-07-02,625000,3,1.75,2060,7712,2,0,2,3,2070,0,2014,0,"am"
2014-05-06,685000,3,1.75,2350,10578,1,0,0,3,1430,840,1949,1998,"aa"
2014-07-07,558000,3,2.5,2930,5000,2,0,0,3,2950,0,1998,2006,"ap"
2014-06-26,402000,4,2.75,1890,7500,1,0,0,5,1160,800,1976,0,"ae"
2014-07-08,458400,4,2.5,2100,8400,1,0,0,4,1370,690,1976,1992,"ae"
2014-05-05,705380,3,1.5,2360,6641,1,0,2,4,1160,1200,1954,1979,"aa"
2014-05-08,1500000,3,2.5,2660,12215,2,0,1,4,2660,0,1989,0,"av"
2014-06-18,192500,3,2.25,2110,8721,1,0,0,2,1570,470,1951,0,"aa"
2014-05-21,970000,4,3.25,3720,24166,2,0,0,3,3690,0,1983,2009,"af"
2014-07-03,975000,5,4,4370,47044,2,0,0,3,4230,0,1988,2000,"aj"
2014-05-14,306000,3,2,1590,13860,1,0,0,4,1720,0,1960,2001,"az"
2014-06-04,875000,3,2.5,2380,20000,2,0,0,3,2380,0,1987,2000,"ac"
2014-06-05,229000,3,1,1530,13000,1,0,0,3,770,740,1962,2003,"az"
2014-06-18,461000,2,1.75,1480,3225,1,0,2,3,860,650,1929,0,"aa"
2014-07-01,548000,4,1.75,1660,4500,2,0,0,5,1330,400,1937,0,"aa"
2014-05-07,749950,4,2.5,3110,49765,2,0,0,3,3110,0,1987,2000,"aj"
2014-06-23,334000,2,1,780,6687,1,0,0,5,780,0,1951,0,"aa"
2014-06-25,260000,5,2.5,1940,6000,2,0,0,3,1940,0,2002,0,"af"
2014-06-11,588000,4,2.5,2430,28405,1,0,0,5,1170,1180,1961,0,"bj"
2014-05-18,575550,4,2.5,2440,7636,2,0,0,3,2440,0,1993,0,"ap"
2014-05-07,618080,3,3,3720,7857,2,0,0,3,3720,0,1995,0,"ap"
2014-06-10,392000,4,2.75,1940,5040,2,0,0,3,1940,0,2003,0,"ad"
2014-05-22,342246.428571,4,2.5,1830,7476,2,0,0,3,1830,0,1998,2006,"ad"
2014-07-03,445838,2,1.75,1510,6875,1,0,0,4,1410,300,1962,0,"aa"
2014-05-20,490000,3,2,2090,9000,1,0,0,5,1220,950,1925,0,"aa"
2014-06-05,2560498.33333,3,2.5,4310,21000,2,1,3,3,3390,300,2001,0,"bk"
2014-06-17,535000,4,2.75,2050,5276,2,0,0,3,2080,0,1996,0,"ae"
2014-06-27,750000,4,2.25,2940,46355,2,0,0,3,2970,0,1987,2000,"ag"
2014-06-03,230000,3,2,1840,5101,1,0,0,4,1090,790,1952,0,"ap"
2014-07-08,449990,4,2.5,2680,11173,1,0,0,3,2680,0,1960,2012,"av"
2014-06-20,210000,3,2.75,2210,4000,2,0,0,3,2230,0,2004,2003,"ad"
2014-07-09,561000,4,1.75,1660,3896,1.5,0,0,3,1550,0,1924,2011,"aa"
2014-06-19,619850,4,2.5,2270,28405,1,0,0,5,1550,770,1979,0,"am"
2014-05-14,633100,4,2,2060,13320,1,0,0,4,1180,940,1966,0,"bh"
2014-06-06,595000,4,2.5,1990,2617,2,0,0,4,2020,0,2003,0,"aa"
2014-05-20,452000,3,1,1230,10350,1,0,0,3,1230,0,1955,2005,"ac"
2014-07-10,670000,5,2.5,2700,10083,1,0,0,3,2790,0,1960,2012,"ac"
2014-06-25,375000,4,2.75,2040,37647,2,0,0,3,1410,600,1998,2006,"ad"
2014-06-04,540000,3,2,1970,7972,1,0,0,3,1830,290,1995,0,"am"
2014-06-12,333000,3,2.5,2210,7278,2,0,0,3,2210,0,1989,0,"af"
2014-06-18,192500,3,2.25,1990,7347,2,0,0,4,2030,0,1969,0,"af"
2014-05-12,360000,4,2.5,3001,9292,2,0,0,3,3030,0,1997,0,"ay"
2014-06-20,650000,4,2.5,2610,8058,2,0,0,3,2610,0,1993,0,"aw"
2014-07-02,599950,5,2.5,2580,5750,2,0,0,3,2570,0,2008,0,"aa"
2014-06-10,375000,4,1.75,1720,7200,1,0,0,3,1480,0,1962,2003,"aa"
2014-06-23,806000,4,2,2160,3870,1.5,0,1,5,2080,0,1922,0,"aa"
2014-05-12,927000,4,2.5,3200,12590,1,0,0,4,1860,1300,1972,0,"ac"
2014-05-02,491500,4,2,1690,5000,2,0,0,3,1680,0,1947,2012,"aa"
2014-05-20,387500,3,1,1560,8475,1,0,0,4,1140,490,1949,1985,"aa"
2014-06-09,364900,4,2.75,2420,3680,1.5,0,0,4,1260,1040,1907,0,"aa"
2014-05-21,6e+05,3,2.25,2560,71874,2,0,0,3,2590,0,1984,0,"ap"
2014-06-26,663000,3,2.75,2290,10370,2,0,0,3,2290,0,1987,2000,"ag"
2014-06-13,799000,4,3,2320,4000,2,0,2,3,1410,980,1918,0,"aa"
2014-06-01,84350,4,2.25,1720,3500,1.5,0,0,4,1170,480,1903,0,"aa"
2014-06-30,385000,3,1.75,1040,7236,1,0,0,3,1040,0,1950,2005,"aa"
2014-06-27,459000,3,2,1890,3840,1,0,0,3,1320,500,2008,0,"ad"
2014-05-09,769900,3,2.5,2850,5802,2,0,0,3,2860,90,1998,2006,"ag"
2014-06-16,825000,4,2,1980,13503,2,0,0,3,2000,0,1978,0,"ac"
2014-07-01,402500,3,2,1890,8223,2,0,0,4,1880,0,1952,0,"ai"
2014-05-07,5e+05,3,2,1420,4800,1,0,0,3,810,540,1926,2003,"aa"
2014-07-08,362000,3,1.75,1390,8700,1,0,0,4,1390,0,1964,0,"ai"
2014-06-25,1355000,3,2.5,2550,16007,1.5,0,2,4,2440,0,1966,0,"av"
2014-05-02,630000,4,2.75,2680,35868,1,0,0,3,2660,0,1973,2013,"am"
2014-06-26,3e+05,2,1,1010,11919,1,0,0,4,1010,0,1928,0,"ak"
2014-06-20,371000,3,1,1000,6700,1,0,0,3,1000,0,1954,2005,"aa"
2014-05-15,828950,4,2.5,3780,16905,2,0,0,3,3920,0,1996,0,"af"
2014-07-09,450000,4,2.5,2560,8515,2,0,0,3,2560,0,1991,0,"ad"
2014-06-25,454000,3,1.75,1110,6150,1,0,0,4,1150,0,1942,1982,"aa"
2014-05-28,127160,3,1,1340,15600,1,0,0,4,1370,0,1968,0,"aq"
2014-05-06,219000,3,1,970,6000,1,0,0,5,860,0,1947,0,"ak"
2014-07-08,357562,3,2.5,1450,7573,1,0,0,3,1520,0,1954,2005,"at"
2014-06-04,1025000,3,1,1300,5400,2,0,1,5,1280,0,1926,0,"aa"
2014-05-07,705000,3,1,1330,3880,1,0,0,4,880,440,1911,0,"aa"
2014-06-02,274950,4,2.5,1990,8497,1,0,0,3,1270,710,1999,0,"af"
2014-06-15,506000,4,1,1810,4011,1,0,0,3,1060,750,1900,2005,"aa"
2014-05-29,3e+05,2,1,1090,8280,1,0,0,3,1092,0,1928,1954,"aa"
2014-06-17,4e+05,4,3.5,2890,7350,2,0,0,3,2070,830,1989,0,"az"
2014-06-13,153000,3,1,1090,9600,1,0,0,4,1092,0,1962,0,"az"
2014-05-13,155000,2,1,890,8580,1,0,0,4,880,0,1947,1988,"ak"
2014-07-03,312500,3,1.75,1700,7416,1.5,0,0,4,1200,460,1988,0,"aq"
2014-05-28,175000,3,1,1000,31505,1,0,0,3,1000,0,1983,2009,"aq"
2014-05-09,769900,3,2.75,2920,5802,1,0,1,4,1350,1460,1950,1983,"aa"
2014-07-02,475000,3,1.75,1880,8432,2,0,0,3,1880,0,1987,2000,"am"
2014-06-26,0,4,4.25,3300,8750,2,0,0,3,2490,640,2003,0,"aa"
2014-07-01,1110000,4,2.25,3070,13470,2,0,2,3,2530,750,1981,2013,"am"
2014-06-16,335000,2,2.5,1260,3867,2,0,0,4,1000,210,2002,0,"aa"
2014-05-14,405100,3,2.5,2670,8304,2,0,0,3,2670,0,1989,0,"ao"
2014-05-16,611000,4,2.5,2730,43101,2,0,0,3,2740,0,1989,0,"aj"
2014-07-01,502000,3,1.5,1270,5112,1,0,0,3,1030,240,1942,2014,"ar"
2014-07-02,645000,4,3,2430,6707,2,0,0,5,2420,0,1979,0,"aa"
2014-05-29,619000,3,2,2460,41343,1,0,0,4,1620,860,1976,1992,"aj"
2014-06-11,386000,2,1,710,1173,2,0,0,4,700,0,1904,0,"aa"
2014-06-08,567500,4,2,2180,4800,1,0,0,3,1020,1080,1900,0,"aa"
2014-06-24,198995,2,1,1320,4482,1,0,0,3,1080,250,1967,2011,"ad"
2014-05-08,543200,4,2.5,1780,2750,2,0,0,3,1790,0,2006,0,"ap"
2014-07-07,282766.666667,3,1.5,1950,8426,2,0,0,4,1954,0,1979,0,"af"
2014-06-19,775000,4,2.25,2130,7737,2,0,0,4,2120,0,1968,0,"ac"
2014-05-16,385000,3,1.5,1490,10523,1,0,0,3,1450,0,1954,2005,"au"
2014-05-06,469000,4,1.75,2010,8119,1,0,0,4,1120,880,1956,0,"ac"
2014-06-18,0,3,2,1070,30184,1,0,0,1,1070,0,1963,0,"an"
2014-06-09,620000,3,1.75,2210,11472,2,0,0,5,2240,0,1978,0,"av"
2014-05-16,480000,2,1.75,1660,6000,1,0,0,4,900,680,1944,0,"aa"
2014-05-23,375000,2,1,1730,6315,1,0,0,4,1180,530,1948,0,"aa"
2014-05-15,819995,4,2.5,3040,4684,2,0,0,3,2480,560,2003,0,"ae"
2014-06-17,1185001,4,3.5,3390,4000,1.5,0,0,4,3220,1080,1921,0,"aa"
2014-06-26,220000,2,1,720,7906,1,0,0,3,720,0,1939,1969,"aa"
2014-06-16,284000,3,2,1910,6000,2,0,0,3,1900,0,1942,1999,"aa"
2014-06-06,835000,5,2.75,3030,10335,2,0,0,3,3030,0,2013,1923,"am"
2014-05-02,838000,5,3,2640,4047,1.5,0,0,3,1520,1040,1907,1983,"aq"
2014-06-02,455000,5,2.75,2300,19017,1,0,0,5,1670,600,1977,0,"aj"
2014-07-03,430000,2,2,1240,1890,2.5,0,0,3,1240,0,2000,0,"aa"
2014-06-03,253000,2,1,700,8149,1,0,0,4,710,0,1948,0,"ai"
2014-06-24,396500,3,2.5,1740,2940,2,0,0,3,1750,0,2011,0,"aa"
2014-07-08,410000,4,1.75,1360,18000,1,0,0,4,1340,0,1969,0,"aj"
2014-05-14,930000,4,2.25,3020,6906,3,0,0,4,3000,0,1905,0,"aa"
2014-05-02,625000,4,2.5,2110,9070,1,0,0,3,1450,620,1978,0,"ac"
2014-05-19,280000,2,1,2060,20562,1,0,0,3,1340,710,1962,2003,"ar"
2014-05-28,745000,4,2.5,2610,8001,2,0,0,3,2610,0,1992,0,"ac"
2014-06-11,588000,4,2.5,2430,28405,1,0,0,4,2250,0,1982,0,"aw"
2014-05-15,204700,5,1.75,2020,33888,1.5,0,0,3,2070,0,1984,0,"aq"
2014-07-08,1115000,5,3,4740,31675,2,0,0,3,4100,1000,1977,2005,"ac"
2014-06-04,427500,3,3,1900,3730,1.5,0,0,3,1130,800,1925,2011,"aa"
2014-06-26,0,2,1.5,900,8100,1,0,0,4,900,0,1924,0,"ak"
2014-05-08,1750000,5,3,3410,12090,1.5,0,0,3,3030,1130,1983,2009,"av"
2014-05-02,445700,3,2,1300,1606,3,0,0,3,1310,0,2007,0,"aa"
2014-05-26,880000,4,1,2550,4800,2,0,0,3,2560,0,1910,1999,"aa"
2014-06-16,265000,3,1.5,880,1157,2,0,0,3,860,0,2009,0,"aa"
2014-05-28,599000,3,1.75,1720,7700,1,0,0,3,1840,0,1970,2014,"ac"
2014-06-06,595000,4,2.5,2720,7096,2,0,0,3,2720,0,1991,0,"aa"
2014-05-30,415000,3,2.5,2200,5002,2,0,0,3,2190,0,2010,0,"ad"
2014-05-19,487250,3,1,1660,2566,1,0,0,3,960,740,1986,0,"ap"
2014-05-15,575000,3,2.25,1530,1445,2,0,0,3,1140,440,2007,0,"aa"
2014-05-07,230000,3,2.75,2340,19821,1,0,0,4,2430,0,1966,0,"bc"
2014-05-19,611000,3,1.75,1650,1526,2,0,0,3,1240,500,2007,0,"ap"
2014-06-04,519000,3,2.5,1900,7984,2,0,0,3,1900,0,1988,2000,"ab"
2014-06-04,170000,3,1,1000,4776,1,0,0,3,1000,0,1943,1999,"aa"
2014-06-09,240000,3,1,990,9798,1,0,0,3,990,0,1959,1989,"ad"
2014-05-19,640000,2,2.5,2140,1984,2,0,0,3,2110,140,2014,0,"ap"
2014-06-04,989000,4,2.5,1550,6065,1.5,0,0,5,1520,0,1927,0,"aa"
2014-06-10,420000,2,1,920,3600,1,0,0,4,940,0,1911,1989,"aa"
2014-05-05,890000,4,3,4180,13392,1,0,0,3,3110,2060,2005,0,"ag"
2014-06-10,7e+05,3,3.25,2390,7266,2,0,0,3,2390,330,1992,0,"ac"
2014-06-23,3e+05,3,1.75,1700,8820,1,0,0,3,1780,0,1985,0,"af"
2014-05-06,397000,2,1,980,2130,1,0,0,5,970,0,1918,1988,"aa"
2014-06-02,525000,3,1.75,1540,7800,1,0,0,4,1480,0,1969,0,"ad"
2014-06-16,385000,3,1.5,1400,5060,1,0,0,3,1100,220,1940,2005,"aa"
2014-06-18,461000,2,1.5,1110,746,2,0,0,3,1030,160,2014,0,"aa"
2014-06-23,249000,3,1.75,1880,10856,1,0,0,5,1770,260,1971,0,"af"
2014-06-05,132250,2,1,700,7623,1,0,0,2,700,0,1918,0,"aa"
2014-06-19,280000,4,2.25,1930,14690,1,0,0,5,1450,470,1953,0,"al"
2014-06-19,1240000,4,3.75,3366,4000,2,0,0,3,3030,350,2004,2003,"aa"
2014-07-08,190000,3,1,970,29258,1,0,0,3,970,0,1967,2011,"az"
2014-06-24,819000,3,2.75,2600,10100,1,0,0,4,1580,1040,1967,0,"ac"
2014-07-08,810000,4,2,2100,5080,2,0,0,4,1980,340,1905,0,"aa"
2014-06-30,345000,3,2,2050,13090,1,0,0,3,2030,0,2013,1923,"az"
2014-06-18,564000,4,2.5,2700,9629,1,0,0,3,1380,1320,1962,2003,"av"
2014-06-12,1688000,4,3,4040,13000,2,0,0,3,4060,0,2004,2003,"ac"
2014-05-22,622500,4,2.5,2820,213879,2,0,0,3,2840,0,1998,2006,"aj"
2014-06-25,349000,2,1,740,7680,1,0,0,3,730,0,1922,1998,"aa"
2014-06-25,286000,2,1,940,9798,1,0,0,3,930,0,1947,2012,"ai"
2014-06-30,875000,4,2.5,3340,15091,2,0,0,4,3340,0,1966,0,"av"
2014-06-26,677099.565217,5,2.75,2950,5377,2,0,0,3,2980,0,2006,0,"aa"
2014-05-13,860000,4,2.5,3950,21755,2,0,0,3,3950,0,2001,0,"af"
2014-05-12,522000,3,2.5,2876,5548,2,0,0,4,2880,0,1990,0,"au"
2014-05-08,494000,2,1.5,1295,8400,1,0,2,4,1290,0,1948,0,"ac"
2014-05-03,436110,3,1.5,1060,4250,1,0,0,4,1100,0,1917,0,"aa"
2014-05-08,868500,3,3.25,4080,60392,1,0,4,3,3200,1600,2006,0,"aj"
2014-06-03,474900,4,2.75,2180,3375,2,0,0,3,1610,560,1998,2006,"aa"
2014-06-06,315368.7,3,2,1590,35988,1,0,0,4,2200,0,1966,0,"af"
2014-05-15,0,4,4.5,3830,36615,1,0,4,3,2150,1490,2002,0,"ag"
2014-06-18,242000,4,1,1440,9011,1,0,0,5,1430,0,1959,0,"ad"
2014-06-24,875000,4,2.5,3170,24440,2,0,2,3,2370,790,1998,2006,"am"
2014-05-14,766950,3,3.25,3680,59677,1,0,0,4,3580,0,1972,0,"ba"
2014-06-26,252500,3,2,1900,10856,1.5,0,0,5,1500,410,1931,0,"aa"
2014-06-26,243800,3,1.75,1280,7524,1,0,0,4,1000,380,1968,0,"aq"
2014-06-19,335000,4,2.25,1930,76877,2,0,0,3,1930,0,1995,0,"aq"
2014-06-28,230000,2,1.75,1220,8750,1,0,0,3,1220,0,1924,2011,"ax"
2014-05-08,530000,3,1.75,2310,3800,2,0,0,3,2310,0,1941,2003,"aa"
2014-05-20,0,4,4,3300,7231,2,0,0,3,3370,0,1991,0,"an"
2014-06-04,355000,3,3.25,1470,1602,2,0,0,3,1140,330,2007,0,"aa"
2014-06-20,291000,3,1,1000,8512,1,0,0,3,1000,0,1965,1993,"aa"
2014-05-02,4e+05,3,2.5,1930,37565,1,0,0,3,1730,290,1988,2000,"aq"
2014-06-27,0,4,2.5,3020,10688,1,0,4,5,1560,1420,1968,0,"ag"
